"regions","indicators","price-type","economic-activity-of-non-petrol","institutional-sector","Unit","Date","Value"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2014","1607.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2015","1708"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2016","1833"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2017","1885.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2018","1995"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2019","1987.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation","Total","Mn.R.O","2020","2028.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2010","1491"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2011","1511.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2012","1546.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2013","1623.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2014","1637.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2015","1709.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2016","1758.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2017","1778.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2018","1880.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2019","1948.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","Mn.R.O","2020","1911.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2010","1945.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2011","2292.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2012","2848.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2013","3151.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2014","3228.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2015","3281.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2016","3456.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2017","3579.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2018","3657.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2019","3676.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2020","3568.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2010","1208.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2011","1230.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2012","1371"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2013","1483"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2014","1630.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2015","1668.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2016","1684.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2017","1690"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2018","1728.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2019","1765.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Education","Total","Mn.R.O","2020","1736.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2010","552.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2011","576.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2012","657.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2013","767.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2014","837.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2015","854.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2016","871.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2017","867.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2018","856.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2019","869.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Health","Total","Mn.R.O","2020","974.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2010","232.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2011","258.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2012","250.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2013","287.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2014","359.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2015","379.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2016","381.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2017","388.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2018","386.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2019","383.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2020","384.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2010","93"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2011","107.3"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2012","123.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2013","148.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2014","156.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2015","172.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2016","189.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2017","198.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2018","206.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2019","209.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2020","184.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2010","-631.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2011","-688.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2012","-751.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2013","-778.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2014","-874.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2015","-971.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2016","-956.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2017","-908.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2018","-783.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2019","-820.1"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","Mn.R.O","2020","-716"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2010","-155.2"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2011","-223.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2012","-213.8"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2013","-223.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2014","-252.7"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2015","-286.6"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2016","-270.4"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2017","-314.9"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2018","-359.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2019","-367.5"
"Oman","Gross Domestic Product (GDP)","Constant Prices","Taxes less Subsidies on prouduts","Total","Mn.R.O","2020","-343.8"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2010","24990"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2011","29797.8"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2012","33608.7"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2013","34580.4"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2014","35642.8"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2015","30264.3"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2016","28887"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2017","31089.4"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2018","35184"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2019","33859.4"
"Oman","GDP at Market Prices","Current Prices","Total","Total","Mn.R.O","2020","28442"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2010","26293.7"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2011","27054.8"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2012","29452.7"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2013","30992.4"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2014","31392.9"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2015","32967.9"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2016","34631.6"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2017","34736.9"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2018","35184"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2019","34786.7"
"Oman","GDP at Market Prices","Constant Prices","Total","Total","Mn.R.O","2020","33673.2"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2010","25636.1"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2011","31142.2"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2012","35046.1"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2013","35995.7"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2014","36967.6"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2015","31067.4"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2016","29087.1"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2017","31440.5"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2018","35543.6"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2019","34404.7"
"Oman","GDP at basic Prices","Current Prices","Total","Total","Mn.R.O","2020","28982.9"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2010","26448.9"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2011","27278.7"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2012","29666.5"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2013","31216.3"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2014","31645.6"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2015","33254.5"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2016","34901.9"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2017","35051.7"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2018","35543.6"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2019","35154.2"
"Oman","GDP at basic Prices","Constant Prices","Total","Total","Mn.R.O","2020","34017"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2011","19.2"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2012","12.8"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2013","2.9"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2014","3.1"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2015","-15.1"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2016","-4.6"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2017","7.6"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2018","13.2"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2019","-3.8"
"Oman","Annual of growth of GDP","Current Prices","Total","Total","%","2020","-16"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2011","33.7"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2012","11.4"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2013","-1.7"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2014","-2.4"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2015","-37.9"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2016","-22.7"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2017","19"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2018","34.8"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2019","-8.3"
"Oman","Annual of growth of GDP","Current Prices","Total Petroleum Activities","Total","%","2020","-27.3"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2011","35.1"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2012","11.5"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2013","-1.4"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2014","-2.3"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2015","-41.9"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2016","-26.4"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2017","21.4"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2018","36.6"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2019","-9.4"
"Oman","Annual of growth of GDP","Current Prices","Crude Petroleum","Total","%","2020","-31"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2011","17.6"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2012","9.6"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2013","-5.7"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2014","-4.4"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2015","17.6"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2016","2.6"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2017","6.9"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2018","24.9"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2019","-1.7"
"Oman","Annual of growth of GDP","Current Prices","Natural Gas","Total","%","2020","-6.9"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2011","13.2"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2012","13.4"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2013","6.1"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2014","6.5"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2015","-0.9"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2016","0.7"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2017","4.5"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2018","4.9"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2019","-0.6"
"Oman","Annual of growth of GDP","Current Prices","Total Non Petroleum Activities","Total","%","2020","-10.4"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2011","5.2"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2012","4.1"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2013","15.7"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2014","0.4"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2015","32"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2016","9.6"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2017","7.6"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2018","5.5"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2019","3.8"
"Oman","Annual of growth of GDP","Current Prices","Agriculture & Forestry & Fishing","Total","%","2020","8"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2011","1.4"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2012","-2.5"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2013","15.9"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2014","1.1"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2015","52.4"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2016","6"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2017","6.7"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2018","3.3"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2019","4.2"
"Oman","Annual of growth of GDP","Current Prices","Agriculture","Total","%","2020","4.2"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2011","12.2"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2012","15"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2013","15.5"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2014","-0.6"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2015","2.8"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2016","17.1"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2017","9.3"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2018","9.7"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2019","3"
"Oman","Annual of growth of GDP","Current Prices","Fishing","Total","%","2020","14.8"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2011","18.5"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2012","12.5"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2013","0.3"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2014","0.5"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2015","-5.7"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2016","-1.8"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2017","3.2"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2018","8.5"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2019","-8.2"
"Oman","Annual of growth of GDP","Current Prices","Industry Activities","Total","%","2020","-14.9"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2011","10.5"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2012","14.2"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2013","9.1"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2014","9.8"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2015","0.6"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2016","1.6"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2017","5"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2018","3.4"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2019","2.7"
"Oman","Annual of growth of GDP","Current Prices","Services Activities","Total","%","2020","-9.3"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2011","14.7"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2012","2.5"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2013","-2.6"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2014","17.5"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2015","-0.7"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2016","8.3"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2017","17.7"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2018","-0.9"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2019","-14"
"Oman","Annual of growth of GDP","Current Prices","Mining and Quarrying","Total","%","2020","-6.8"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2011","24.2"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2012","7.1"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2013","-2.5"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2014","-5.4"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2015","-12.3"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2016","-15.3"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2017","15.5"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2018","21.1"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2019","-15"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing","Total","%","2020","-16.6"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2011","146.6"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2012","-13.1"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2013","-61.7"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2014","-19.8"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2015","470"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2016","-61.3"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2017","82"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2018","0.2"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2019","-60.1"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Refined Petroleum Products","Total","%","2020","17.1"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2011","38"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2012","8.5"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2013","-3.6"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2014","-9.2"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2015","-26.3"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2016","-16.8"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2017","23.9"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2018","33.3"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2019","-15.3"
"Oman","Annual of growth of GDP","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2020","-23.8"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2011","11.3"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2012","7.6"
"Oman","Annual of growth of GDP","Current Prices","Other Manufacturing","Total","%","2013","2.2"
