"region","indicator","station","networks","opwp-purchases","Unit","Date","Value"
"Oman","(Total production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2016","2057"
"Oman","(Total production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2017","2433.2"
"Oman","(Total production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2018","2917.90626"
"Oman","(Total production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2019","1782.57491"
"Oman","(Total production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2020","1601.3"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2012","702"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2013","3042"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2014","3239"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2015","3928"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2016","4124"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2017","4570.4"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2018","4940.97209"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2019","4498.11183"
"Oman","(Total production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2020","4842.7"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2012","4055"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2013","3798"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2014","3754"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2015","3603"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2016","3930"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2017","3571.2"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2018","3790.29429574838"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2019","2160.84564221535"
"Oman","(Total production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2020","102.2"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2012","1060"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2013","3202"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2014","3722"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2015","4243"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2016","4586"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2017","45016"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2018","4958.49"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2019","1471.93"
"Oman","(Total production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2020","1648.3"
"Oman","(Total production of electricity (GW/H)","Sohar III","Total","Total","Gw/H","2018","121.1"
"Oman","(Total production of electricity (GW/H)","Sohar III","Total","Total","Gw/H","2019","5406.9"
"Oman","(Total production of electricity (GW/H)","Sohar III","Total","Total","Gw/H","2020","7368.6"
"Oman","(Total production of electricity (GW/H)","Ibri IPP","Total","Total","Gw/H","2018","141.3"
"Oman","(Total production of electricity (GW/H)","Ibri IPP","Total","Total","Gw/H","2019","5619.8"
"Oman","(Total production of electricity (GW/H)","Ibri IPP","Total","Total","Gw/H","2020","6299.9"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2012","1677.1"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2013","1744.6"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2014","2859.7"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2015","5044.6"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2016","6885.6"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2017","8109.8"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2018","8925.17955509375"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2019","8262.0596249375"
"Oman","(Total production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2020","8255.7"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2012","49.2"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2013","56.3"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2014","62.5"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2015","69"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2016","75.4"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2017","82.6"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2018","83.317998"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2019","81.830128"
"Oman","(Total production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2020","86.9"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2014","1544.8"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2015","4390.6"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2016","6425.2"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2017","7809.9"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Sur","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Sur IPP","Total","Total","Gw/H","2018","8453.958695"
"Oman","(Total production of electricity (GW/H)","Sur IPP","Total","Total","Gw/H","2019","8125.6"
"Oman","(Total production of electricity (GW/H)","Sur IPP","Total","Total","Gw/H","2020","8166.5"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2012","1628"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2013","1688"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2014","1252"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2015","585"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2016","386"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2017","217.3"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2018","387.90286209375"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2019","54.6172309375"
"Oman","(Total production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2020","2"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2012","137.5"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2013","164.6"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2014","188.9"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2015","227.7"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2016","240.6"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2017","272.5"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2018","317.368997"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2019","363.97284907"
"Oman","(Total production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2020","413.9"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2012","61.7"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2013","80.3"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2014","92.37"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2015","119.97"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2016","131.1"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2017","148.7"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2018","183.661918"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2019","236.27533507"
"Oman","(Total production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2020","274.3"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2012","24.8"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2013","29.1"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2014","35.51"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2015","42.93"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2016","46.51"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2017","56.6"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2018","60.862622"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2019","56.374305"
"Oman","(Total production of electricity (GW/H)","Haji","Total","Total","Gw/H","2020","62.32"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2012","7.9"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2013","8.9"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2014","9.89"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2015","6.81"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2012","2.7"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2013","3"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2014","3.05"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2015","3.28"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2016","4.11"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2017","4.4"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2018","4.751699"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2019","4.680423"
"Oman","(Total production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2020","4.89"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2012","1.6"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2013","1.3"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2014","0.31"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2012","6.9"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2013","7.8"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2014","8.34"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2015","9.7"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2016","12.86"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2017","15"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2018","17.679668"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2019","17.629289"
"Oman","(Total production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2020","18.1"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2012","3.2"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2013","3.8"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2014","4.2"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2015","5.42"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2016","5.7"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2017","6.1"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2018","6.018077"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2019","5.755755"
"Oman","(Total production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2020","6.6"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2012","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2013","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2014","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2015","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2012","3.8"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2013","5.2"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2014","5.68"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2015","6.43"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2016","6.4"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2017","6.2"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2018","8.4894"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2019","7.64483"
"Oman","(Total production of electricity (GW/H)","Surab","Total","Total","Gw/H","2020","9.76"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2012","2"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2013","2.2"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2014","2.66"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2015","1.24"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2016","0"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2017","0"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2020","0"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2012","2.4"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2013","2.6"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2014","3.03"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2015","3.52"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2016","3.5"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2017","3.8"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2018","3.890596"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2019","3.739868"
"Oman","(Total production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2020","3.76"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2012","3.4"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2013","3.8"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2014","3.79"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2015","4.39"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2016","4.13"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2017","4.3"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2018","4.85837"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2019","5.157617"
"Oman","(Total production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2020","5.3"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2012","17.2"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2013","16.6"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2014","20.04"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2015","23.98"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2016","26.28"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2017","27.4"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2018","27.156647"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2019","26.715427"
"Oman","(Total production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2020","27.96"
"Oman","(Total production of electricity (GW/H)","Wadi Aswad","Total","Total","Gw/H","2018","0"
"Oman","(Total production of electricity (GW/H)","Wadi Aswad","Total","Total","Gw/H","2019","0"
"Oman","(Total production of electricity (GW/H)","Wadi Aswad","Total","Total","Gw/H","2020","0.97"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2012","23848.4"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2013","25103.9"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2014","27812.7"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2015","31422.6"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2016","32823.1"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2017","34774.8"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2018","36688.1874884"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2019","36796.4852654341"
"Oman","Net production of electricity (GW/H)","Total","Total","Total","Gw/H","2020","36500.7"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2012","6499.5"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2013","5972.2"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2014","5759.9"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2015","5445.5"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2016","3726"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2017","3720.5"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2018","3399.87288250538"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2019","1524.000681"
"Oman","Net production of electricity (GW/H)","Muscat","Total","Total","Gw/H","2020","1485.6"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2012","2559"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2013","2514"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2014","2094"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2015","1791"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2016","1930"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2017","1817.2"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2018","1235.81879177104"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Ghubrah","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2012","3940"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2013","3459"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2014","3666"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2015","3654"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2016","1796"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2017","1903.3"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2018","2164.05409073434"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2019","1524.000681"
"Oman","Net production of electricity (GW/H)","Rusayl","Total","Total","Gw/H","2020","1485.6"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2012","2400"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2013","2620"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2014","2813"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2015","3138.2"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2016","3296.5"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2017","3506.9"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2018","3420.83229722146"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2019","3750.55588800902"
"Oman","Net production of electricity (GW/H)","Dhofar","Total","Total","Gw/H","2020","3582"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2013","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2014","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2015","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Salalah (Gas)","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2012","913"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2013","608"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2014","941"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2015","1066"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2016","724"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2017","786.2"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2018","49.00576509375"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2019","136.4551886375"
"Oman","Net production of electricity (GW/H)","Raysut New Power Station","Total","Total","Gw/H","2020","97.5"
"Oman","Net production of electricity (GW/H)","Salalah 2-IPP","Total","Total","Gw/H","2018","1625.3"
"Oman","Net production of electricity (GW/H)","Salalah 2-IPP","Total","Total","Gw/H","2019","1489.2"
"Oman","Net production of electricity (GW/H)","Salalah 2-IPP","Total","Total","Gw/H","2020","1580.7"
"Oman","Net production of electricity (GW/H)","Salalah IWPP","Total","Total","Gw/H","2012","1357"
"Oman","Net production of electricity (GW/H)","Salalah IWPP","Total","Total","Gw/H","2013","1860"
"Oman","Net production of electricity (GW/H)","Salalah IWPP","Total","Total","Gw/H","2014","1711"
"Oman","Net production of electricity (GW/H)","Salalah IWPP","Total","Total","Gw/H","2015","1873"
"Oman","Net production of electricity (GW/H)","Salalah IWPP","Total","Total","Gw/H","2016","2332"
"Oman","Net production of electricity (GW/H)","Salalah IWPP","Total","Total","Gw/H","2017","2444.1"
